ISIN,NAME,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022
GB0033195214,KINGFISHER,,,,66.11,34.85,45.03,14.2,45.14,58.24,83.4,80.64,81.81,82.88,86.12,85.03,87.06,86.16,84.56,84.49,85.37,82,82.17,80.99,77.53
GB0033986497,ITV,,,,,,27.57,58,56.15,51.48,48.81,54.05,57.11,55.08,38.86,26.97,24.74,26.02,23.7,24.23,29.63,45.05,43.19,43.7,41.16
GB00B012BV22,MARSHALLS,,,,,,10.95,16.73,26.29,56.05,69.49,70.26,66.9,46.52,44.4,39.8,41.62,46.48,44.47,52.7,59.91,53.25,74.95,70.02,73.12
GB00B012TP20,HALFORDS GROUP,,,,,,4.55,23.02,22.92,58.14,60.78,56.46,57.52,60.38,45.49,37.13,36.92,45.04,45.13,43.78,44.96,43.37,48.73,48.61,59.8
GB00B019KW72,SAINSBURY J,,,,60.27,56.43,56.23,66.23,73.39,77.01,76.07,63.68,62.43,63.47,70.84,68.9,77.55,61.77,58.93,43.67,41.06,47.11,56.6,90.92,
GB00B02J6398,ADMIRAL GROUP,,,,,,28.33,27.21,53.81,38.88,38.58,35.27,38.11,33.85,33.72,35.2,29.04,30.69,35.73,38.9,18.58,22.73,28.81,43.99,68.65
GB00B02QND93,PAYPOINT,,,,,,,0,10.98,6.17,13.85,24.74,32.06,33.1,33.82,36.03,25.51,26.71,27.24,35.27,35.12,37.6,34.99,29.03,32.68
GB00B033F229,CENTRICA,,,,42.08,46.57,57.17,63.85,61.93,54.96,71.29,76.23,75.04,76.79,76.75,80.61,76.04,76.64,75.24,69.16,64.55,61.19,61.44,69.31,65.99
GB00B04V1276,GRAINGER,,,,,,0,0,0,46.23,56.07,65.97,69.11,71.58,72.18,73.26,73.52,73.68,71.11,72.7,70.85,66.14,63.98,65.94,61.71
GB00B06QFB75,IG GROUP HOLDINGS,,,,,,,26.3,26.68,21.9,18.62,34.55,32.33,27.05,21.73,21.37,26.57,27.47,28.75,27.42,11.27,11.09,11.4,16.99,14.17
GB00B0744359,ESSENTRA,,,,,,,16.98,34.36,31.35,48.31,48.79,50.28,47.72,46.03,45.54,34.76,33.01,29.2,28.45,35.35,40.76,41.84,37.27,36.99
GB00B0744B38,BUNZL,,,,,,,22.62,25,21.79,16.07,26.79,25.65,26.49,23.4,23.4,27.46,21.13,22.7,26.37,23.37,16.71,22.23,30.18,27.23
GB00B082RF11,RENTOKIL INITIAL,,,,0,4.23,57.28,22.29,52.66,57.92,47.01,66.34,57.55,71.4,53.26,53.06,53.18,58.75,59.31,72.91,68.48,72.05,70.59,72.69,73.21
GB00B0FYMT95,HELICAL REIT,,,,,,0,0,0,12.45,38.43,30.92,42.19,41.25,41.26,50.07,53.76,57.74,58.29,71.93,77.62,82.52,86.53,85.81,86.88
GB00B0H2K534,PETROFAC,,,,,,0,0,38.67,15.02,17.12,13.35,44.36,54.24,60,61.7,68.27,70.77,74.6,84.47,69.89,67.9,65.86,,52.56
GB00B0KM9T71,STHREE,,,,,,,0,0,0,19.48,21.53,17.03,7.22,7.32,17.56,17.17,17.86,23.59,23.75,32.89,32.12,30.2,57.48,69.89
GB00B0LCW083,HIKMA PHARMACEUTICALS,,,,,,,0,0,0,17.91,22.55,28.07,26.62,34.69,31.97,32.32,36.83,38.09,35.9,38.37,38.86,39.75,44.91,43.17
GB00B0N8QD54,BRITVIC,,,,,,,,0,13.61,42.02,53.54,55.26,45.23,55.76,58.15,66.19,81.22,59.66,77.44,82.7,83.37,86.4,82.62,75.02
GB00B0SWJX34,LONDON STOCK EXCHANGE GROUP,,,,30,38.52,38.65,44.52,41.8,43.03,37.04,42.66,43.85,41.47,44.56,45.39,51.6,78.95,81.03,80.8,72.39,69.85,65.81,59.38,62.3
GB00B0WMWD03,QINETIQ GROUP,,,,,,,,37.12,52.69,66.04,60,65.01,60.15,71,65.63,67.69,63.31,59.27,50.22,52.09,50.18,62.09,63.91,67.95
GB00B0YG1K06,RESTAURANT GROUP DEAD - DELIST.22/12/23,,,,,,0,12.04,11.56,2.09,7.7,8.3,12.22,13.01,19.59,24.46,26.81,29.72,33.76,33.82,11.96,35.54,49.2,61.08,
GB00B10RZP78,UNILEVER (UK),,,,,,61.72,56.53,57.91,81.78,86.67,90.21,90.61,92.5,93.64,93.22,93.38,86.69,83.54,87.01,85.6,86.18,81.86,88.4,88.77
GB00B132NW22,ASHMORE GROUP,,,,,,,,,23.79,20.11,22.28,53.03,51.37,53.47,55.4,57.14,59.36,59.3,58.68,71.18,75.28,61.74,63.1,61.86
GB00B135BJ46,SAVILLS,,,,,,0,0,0,2.96,24.29,34.63,40.4,35.42,35.06,33.99,21.48,25.33,20.2,13.26,24.69,34.22,34.79,40.55,
GB00B18P5K83,TOPPS TILES,,,,,,0,0,5,0.9,5.9,9.76,8.86,30.75,28.77,31.46,29.04,26.26,25.96,37.52,35.81,53.52,54.53,63.08,69.91
GB00B19Z1432,PZ CUSSONS,,,,,,0,0,1.22,3.24,19.17,17.25,17.74,18.33,16.93,15.5,15.23,14.89,17.28,16.3,13.2,23.71,25.38,25.71,24.77
GB00B1FH8J72,SEVERN TRENT,,,,48.53,63.53,58.82,29.41,30,44.12,50.84,50.86,59.61,64.04,55.5,56.95,58.46,52.14,53.22,41.75,40.63,53.51,61.81,64.6,64.94
GB00B1FP6H53,MITCHELLS & BUTLERS,,,,,,,5.47,7.75,30.69,43.62,45.81,56.71,62.89,43.92,42.87,39.57,56.93,44.72,43.37,39.99,49.14,49.95,51.7,50.53
GB00B1FW5029,HOCHSCHILD MINING,,,,,,,,23.17,8.97,12.11,16.73,19.78,18.58,24.79,23.65,21.8,14.71,14.9,17.11,13.88,21.7,39.29,53.32,65.81
GB00B1JQBT10,PINEWOOD TECHNOLOGIES GROUP,,,,,,0,0,0,0,0,0,0,0,0,5.21,6.67,10.11,15.21,16.49,14,13.38,16.31,15.07,19.1
GB00B1JQDM80,MARSTON'S,,,,,,5.56,5.47,6.74,59.9,58.48,69.22,68.2,70.68,67.61,76.57,67.9,67.39,54.65,53.7,54.97,47.38,52.66,57.97,65.66
GB00B1KJJ408,WHITBREAD,,,,64.52,71.67,66.67,85.95,63.19,82.5,84.72,80.49,85.89,82.92,80.69,86.77,85.66,87.96,90.29,86.13,79.56,81.1,79.3,71.06,73.83
GB00B1L5QH97,RANK GROUP,,,,0,0,0,0,0,39.83,34.86,28.43,51.68,36.88,27.99,29.04,24.37,12.34,29.26,24.53,18.93,32.01,44.1,42.66,48.71
GB00B1P6ZR11,BROWN GROUP,,,,,,0,0,0,25.57,44.21,23.49,45.85,47.09,56.7,59.62,53.95,39.67,49.86,41.34,39.62,36.9,35.64,31.46,30.22
GB00B1VNSX38,DRAX GROUP,,,,,,,16.72,13.87,52.83,51.1,47.97,54.11,50.21,54.13,54.06,42.33,58.9,53.42,56.73,43.9,58.42,56.86,58.62,57.05
GB00B1WY2338,SMITHS GROUP,,,,23.64,36.23,51.03,24.83,12.58,26.15,27.87,42.25,50.2,43.8,40.66,40.64,33.78,33.02,31.95,39.05,33.53,32.32,36.49,35.06,32.63
GB00B1XH2C03,FERREXPO,,,,,,,,,22.47,32.93,43.69,45.7,37.61,38.06,32.44,36.53,30.38,27.07,34.57,43.13,52.29,43.78,61.26,48.05
GB00B1XZS820,ANGLO AMERICAN,,,,72,81.86,84.55,57.46,28.25,65.44,77.32,82.71,84.73,83.13,85.45,83.5,84.54,85.52,86.45,85.93,83.12,82.89,80.71,81.54,79.22
GB00B1YW4409,3I GROUP,,,,32.54,35.19,34.41,42.74,55.59,78.74,73.97,72.19,66.74,62.53,66.55,72.29,58.31,59.66,78.74,84.38,82.12,84.73,79,84.58,84.49
GB00B23K0M20,CAPITA,,,,0,0,14.81,30,58.86,45.08,48.7,44.46,56.08,51.58,53.17,50.89,55.42,54.69,51.26,53.98,51.36,49.21,56.93,54.13,
GB00B24CGK77,RECKITT BENCKISER GROUP,,,,,,,69.72,66.67,56.09,65,53.45,53.57,53.99,79.81,80.34,77.1,80.17,89.27,89.04,84.13,88.25,90.04,90.78,84.74
GB00B27YGJ97,SEVERFIELD,,,,,,0,0,0,11.9,24.46,15.92,28.54,6.65,10.4,15.16,37.4,42.29,40.71,34.5,38.11,31.76,32.73,34.89,47.41
GB00B2B0DG97,RELX,,,,,,,70.05,70.46,70.04,68.74,67.84,67.9,66.64,69.25,69.7,71.08,82.8,82.09,78.53,78.14,78.83,78.73,78.42,78.51
GB00B2NGPM57,PARAGON BANKING GROUP,,,,,,25.81,25.56,23.63,24.83,30.69,29.89,29.4,32.52,31.15,33.14,35.88,39.13,44.5,45.39,22.04,22.96,24.8,25.56,29.79
GB00B2PDGW16,WH SMITH,,,,,,5.52,22.46,33.42,49.02,54.13,60.46,76.96,79.32,84.16,81.82,80.5,79.17,77.98,79.12,68.07,66.55,59.6,64.3,70.57
GB00B39J2M42,UNITED UTILITIES GROUP,,,,14.71,49.41,47.06,50,46.47,41.18,30.67,67.52,62.16,61.15,81.72,83.02,87.28,84.77,80.46,89.03,80.53,84.89,85.37,83.18,83.82
GB00B3DGH821,DE LA RUE ORD,,,,18.65,26.06,16.53,32.18,15.73,37.35,27.9,36.63,37.87,30.51,34.18,42.25,38.19,43.01,45.63,36.71,49.66,49.82,48.21,48.74,45.69
GB00B3FLWH99,BODYCOTE,,,,,,0,5.73,4.19,5.48,13.17,13.55,17.94,15.36,19.81,13.08,14.43,29.12,18.07,20.15,23.95,23.45,25.88,23.24,29.72
GB00B41H7391,REDDE NORTHGATE,,,,,,0,0,0,0,5.09,3.93,11.62,12.37,14.93,14.26,15.04,21.02,23.19,26.51,24.64,21.56,24.83,27.16,27.19
GB00B45C9X44,CHEMRING GROUP,,,,,,0,0,0,0.67,2.6,18.56,18.11,19.91,20.69,21.49,8.79,18.92,11.44,18.28,16.69,19.56,23.97,28.43,31.85
GB00B572ZV91,PHAROS ENERGY,,,,,,0,0,3.7,0.73,14.56,14.34,28.93,18.94,26.43,32.59,36.67,42.58,38.55,37.32,44.58,39.19,39.19,22.22,25.45
GB00B5N0P849,WOOD GROUP (JOHN),,,,,,0,0,0,0,32.45,28.67,57.54,54.68,65.31,42.7,42.86,49.02,44.86,45.11,43.07,46,43.58,57.42,61.9
GB00B5ZN1N88,SEGRO,,,,46.69,20,75.36,63.78,65.48,68.61,69.95,77.5,78.15,82.8,81.52,79.76,87.34,87.23,86.89,78.16,80.35,83.3,77.12,71.94,72.36
GB00B61TVQ02,INCHCAPE,,,,,,,0,5.26,4.71,16.14,23.6,25.36,24.03,14.55,9.73,13.75,6.86,8.35,11.83,7.52,9.31,13.83,20.73,21.39
GB00B63H8491,ROLLS-ROYCE HOLDINGS,,,,40.72,68.73,0,36.36,38.81,51.53,67.48,67.16,65.88,67.92,72.4,74.67,73.41,79.18,79.1,81.52,79.09,82.1,78.48,78.02,
GB00B63QSB39,GREGGS,,,,,,9.26,8.19,15.15,18.47,11.81,12.98,25.13,24.38,65.26,74.71,76.4,76.18,73.64,67.61,67.18,66.06,71.64,73.52,71.95
GB00B67G5X01,WORKSPACE GROUP,,,,,,0,58.78,55.31,66.09,70.85,63.96,64.84,56.98,59.37,46.17,41.92,67.46,61.39,54.88,78.59,81.96,82.79,80.1,78.01
GB00B6YTLS95,STAGECOACH GROUP DEAD - DELIST.28/06/22,,,,50.25,43.89,67.36,44.47,0,14.77,41.18,31.47,66.56,62.18,58.22,59.22,51.03,58.28,64.08,78.6,61.81,60.05,57.08,63.05,
GB00B7KR2P84,EASYJET,,,,,,0,8.44,0.86,21.7,17.75,30.41,32.69,22.05,19.48,19.78,35.47,34.89,39.68,32.39,30.34,30.61,39.2,48.9,35.82
GB00B82YXW83,VESUVIUS,,,,0,0,0.21,5.86,5.14,9.18,34.2,25.34,25.42,20.34,21.52,23.94,28.37,37.91,39.5,36.86,38.37,42.91,50.85,50.43,54.13
GB00B8B4R053,STUDIO RETAIL GROUP DEAD - DELIST.25/02/22,,,,,,9.89,12.82,10.1,12.69,19.06,19.38,35.32,33.21,36.14,44.27,46.59,42.59,47.14,41.53,54.8,56.24,54.35,49.95,
GB00B8C3BL03,SAGE GROUP,,,,0,0,11.67,7.02,19.17,28.15,25.38,32.93,34.25,39.39,34.53,56.6,52.43,55.34,58.22,25.63,27.78,36.81,37.63,46.31,46.56
GB00BD6K4575,COMPASS GROUP,,,,9.03,4.81,0,12.04,11.56,39.25,38.55,78.04,67.94,65.11,67.74,59.83,64.92,62.69,59.49,53.43,48.83,55.19,70.07,73.11,69.17
GB00BDCPN049,COCA COLA EUROPACIFIC PARTNERS,,,,0,0,0,27.83,16.73,66.27,82.62,76.61,90.74,90.01,86.07,94.66,89.99,83.84,91.24,85.45,86.67,86.04,83.55,90.09,93.35
GB00BDR05C01,NATIONAL GRID,,,,6.72,24.22,27.98,50.11,42.54,47.43,41.51,44.33,34.69,43.76,57.16,49.79,55.81,49.39,64.42,50.12,52.41,53.65,40.37,50.83,56.74
GB00BF044593,CLS HOLDINGS,,,,,,0,0,0,13.24,15.07,13.61,33.82,55.07,72.59,47.82,55.48,66.42,50.71,55.07,65.29,67.34,64.32,67.62,72.49
GB00BF5H9P87,GREAT PORTLAND ESTATES,,,,20.32,8.57,27.14,21.03,45.38,66.93,59.59,75.36,74.28,72.64,80.46,79.95,83.68,82.04,83.51,85.68,86.12,85.92,80.86,81.17,77.81
GB00BF8Q6K64,ABRDN,,,,,,37.06,33.41,62.23,51.16,90.8,88.71,88.66,87.07,86.92,86.5,87.98,87.69,87.89,79.62,49.36,50.81,49.51,56.05,55.04
GB00BG11K365,REDROW,,,,,,8.91,6.62,13.58,13.66,35.4,56.2,60.72,34.12,26.73,56.59,59.4,40.84,42.24,44.24,45.42,49.49,59.06,55.6,58.46
GB00BGDT3G23,RIGHTMOVE,,,,,,,,0,10.37,8.76,8.7,17.05,14.18,15.45,22.91,25.46,28.78,29.34,26.1,29.52,32.58,71.24,69.51,72.6
GB00BGLP8L22,IMI,,,,,,,17.48,25.54,54.76,74.59,70.02,72.71,66.37,62.88,62.85,48.62,52.83,52.47,52.47,65.74,69.16,72.7,75.74,
GB00BH4HKS39,VODAFONE GROUP,,,,70.85,51.71,40.51,60.39,46.85,75.15,67.81,66.64,62.73,74.09,74.16,75.38,76.32,71.65,69.76,71.76,73.49,80,84.02,83.27,80.5
GB00BHJYC057,ICTL.HTLS.GP.,,,,,14.44,22.22,0,6.06,53.68,61.32,57.14,72.96,71.82,72.58,72.31,75.1,72.66,69.32,70.45,77.12,84.52,86.62,88.01,87.87
GB00BJ1F4N75,MICRO FOCUS INTL. DEAD - DELIST.01/02/23,,,,,,,0,0,10.91,12.56,12.4,29.79,25.21,30.37,36.18,41.33,65,69.35,66,68.85,68.3,72.23,70.94,
GB00BJFFLV09,CRODA INTERNATIONAL,,,,,,19.63,31.41,35.49,34.62,55.55,78.09,84.81,89.28,84.62,84.55,86.72,86.97,84.56,88.51,68.52,91.26,90.67,91.54,81.59
GB00BJQZC279,DAILY MAIL 'A' DEAD - DELIST.10/01/22,,,,11.25,21.07,14.29,0,4.55,37.38,40.61,42.25,39.19,40.06,38.56,39.34,47.37,39.1,31.2,30.77,31.5,41.91,42.55,40.23,28.18
GB00BK7YQK64,HAMMERSON,,,,83.35,82.14,85.36,86.68,84.77,79.82,80.12,93.88,87.79,86.57,84.38,83.37,89.02,87.32,84.94,83.75,86.34,87.01,82.39,77.27,78.69
GB00BK9RKT01,TRAVIS PERKINS,,,,32.22,38.94,33.33,20.85,13,43.13,60.04,77.46,74.65,82.35,82.95,79.17,74.49,70.45,65.81,61.62,64.44,65.81,61.18,60.21,60.7
GB00BKP36R26,HYVE GROUP DEAD - DELIST.23/05/23,,,,,,0,0,0,2.47,13.49,13.11,15.31,8.88,14.87,15.48,16.85,14.74,16.71,15.32,11.5,27.9,21.95,18.64,11.08
GB00BKY40Q38,GALLIFORD TRY,,,,,,17.99,0,0.71,18.65,19.92,60.06,45.49,41.45,49.58,48.99,48,57.31,54.37,52.66,47.58,51.08,51.68,51.05,45.15
GB00BL6XZ716,CAPITAL & REGIONAL,,,,,,11.43,0,0,28,42.54,52.84,48.8,51.9,40.47,40.18,42,39.12,37.26,31.61,35.2,40.13,41.33,39.71,
GB00BLGZ9862,TESCO,,,,84.87,63.21,85.2,87.54,84.06,81.11,91.01,69.47,80.04,80.59,62.46,48.91,63.95,58.32,59.7,65.03,51,68.06,74.34,65.53,69.76
GB00BLJNXL82,BERKELEY GROUP HOLDINGS (THE),,,,22.13,5.13,7.42,6.62,32.28,56.35,60.79,70.04,71,67.55,67.61,67.35,52.59,63.44,68.38,69.5,74.48,78.08,86.45,84.23,85.6
GB00BM8PJY71,NATWEST GROUP,,,,52.79,85.13,85.37,76.93,73.15,67.75,75.4,72.4,80.43,80.52,79.29,79.22,76.99,78.47,80.77,82.92,64.31,65.74,63.76,65.01,62.16
GB00BMJ6DW54,INFORMA,,,,,,0,6.75,0,21.01,28.9,26.88,40.99,38.1,40.95,43.67,45.63,48.27,44.24,53.27,54.09,65.46,66.08,76.98,76.02
GB00BMXNWH07,NOBLE CORPORATION,,,,22.86,31.43,33.61,46.7,54.54,44.61,40.76,33,15.43,22.69,9.17,0.35,2.25,31.66,0.87,0.23,12.81,12.29,15.59,,
GB00BN7SWP63,GLAXOSMITHKLINE,,,,79.56,83.82,75.85,69.53,70.11,78.08,74.37,71.85,74.84,75.82,78.58,75.29,71.84,79.14,79.1,79.93,80.52,82.38,85.57,86.65,84.66
GB00BNGDN821,MELROSE INDUSTRIES,,,,,,,0,0,9.85,2.26,2.89,7.93,6.82,31.43,31.85,25.13,33.03,39.76,45.04,46.64,49.83,47.94,35.77,43.3
GB00BNNTLN49,PENNON GROUP,,,,,,14.71,14.71,8.82,32.35,40.76,49.39,55.69,43.82,47.01,51.34,56.47,51.58,53.02,41.66,47.56,54.39,50.53,67.33,65.18
GB00BNR4T868,RENEWI,,,,,,41.93,23.15,9.37,41.22,33.22,61.09,58.5,55.82,47.32,43.07,43.69,44.44,44.83,46.89,48.43,45.73,38.51,41.57,35.16
GB00BP6MXD84,SHELL,,,,62.76,54.07,62.7,51.19,51.12,93.5,88.31,89.66,90.53,90.22,90.33,90.4,91.45,91.95,93.67,92.04,91.6,90.64,91.44,90.99,92.44
GB00BP92CJ43,TATE & LYLE,,,,16.23,31.25,14.2,29.36,29.22,29.67,35.3,46.21,58.81,53.4,57.28,55.76,54.1,49.4,46.3,54.31,51.32,50.61,49.88,46.04,49.07
GB00BP9LHF23,SCHRODERS,,,,57.46,46.48,68.54,28.52,45.98,90.67,92.29,89.98,85.57,87.29,84.15,85.83,85.04,86.43,85.17,84.68,76.16,78.13,75.41,77.57,76.21
GB00BPQY8M80,AVIVA,,,,,,,48.25,59.67,60.16,56.26,90.36,98.28,97,97.71,97.41,96.15,94.73,95.96,94.59,83.88,83.64,80.07,93.62,91.14
GB00BVFNZH21,ROTORK,,,,,,33.51,56.9,42.57,19.61,16.75,16.22,30.18,28.58,24.14,21.97,18.59,17.01,17.75,23.2,25.74,60.93,62.94,64.8,72.53
GB00BWFGQN14,SPIRAX-SARCO ENGR.,,,,,,0,0,0,31.18,31.92,27.75,16.04,14.88,17.83,19.88,20.2,21.22,20.54,26.21,36.58,38.91,45.71,46.29,61.01
GB00BYQ0JC66,BEAZLEY,,,,,,34.44,27.21,26.86,24.56,24.88,32.29,45.73,37.5,38,36.49,31.81,28.84,35.91,33.07,17.41,15.53,21,45.38,52.79
GB00BYT1DJ19,INTERMEDIATE CAPITAL GP.,,,,,,26.48,26.3,26.68,21.9,30.68,30.36,24.88,22.94,20.03,24.61,49.01,51.73,52.22,47.01,37.21,33.51,40.17,52.43,52.25
GB00BYW0PQ60,LAND SECURITIES GROUP,,,,,,,69.07,74.03,67.81,73.54,79.83,78.71,82.99,83.36,79.54,84.39,93.08,92.18,94.86,94.97,94.68,88.08,92.13,88.56
GB00BYYTFB60,HOMESERVE DEAD - DELIST.05/01/23,,,,,,0,0,0,24.6,16.67,20.1,20.11,20.63,16.87,18.46,15.12,8.76,8.8,2.85,2.57,10.94,11.23,19.05,
GB00BZ4BQC70,JOHNSON MATTHEY,,,,45.96,73.81,70.42,73.71,73.3,61.95,66.35,64.58,61.14,61.08,62.12,63.33,57.25,61.92,52.35,51.31,55.07,58.91,68.09,60.23,54.95
GRS003003035,NATIONAL BK.OF GREECE,,,,27.08,29.87,29.53,60.41,23.63,53.17,72.95,86.9,81.54,92.59,85.43,83.69,84.05,82.36,77.84,82.76,10.15,27.24,30.15,33.35,62.38
GRS004013009,BANK OF GREECE,,,,,,25.81,25.56,23.63,18.32,18.18,16.54,17.06,16.67,15.26,15.25,15.45,18.28,21.15,22.22,0,1.69,8.45,7.93,7.93
GRS014003032,PIRAEUS FINANCIAL HOLDINGS,,,,44.42,47.06,40.46,46.35,32.91,78.35,89.86,85.09,78.76,77.58,78.17,81.26,79.69,82.2,84.2,86.54,63.65,63.66,82.68,83.93,80.85
GRS260333000,HELLENIC TELECOM.ORG.,,,,0,0,19.78,10.06,22.52,24.27,60.14,57.76,50.66,68.3,64.32,61.7,67.04,66.06,82,80.14,80.42,80.09,78.76,78.94,81.68
GRS298343005,HELLENIQ ENERGY HOLDINGS,,,,2.39,0.69,2.15,45.43,44.92,52.02,76.57,61.22,65.24,83.07,82.83,83.71,79,77.66,60.2,61.14,59.73,56.64,53.58,54.05,52.6
GRS314003013,MIG HOLIDINGS,,,,,,,,,10.38,11.27,9.03,4.8,0,0,0,0,0,5.1,13.66,21.46,23.34,22.28,21.73,26.53
GRS323003012,EUROBANK HOLDINGS,,,,27.08,24.6,34.13,44.26,36.04,72.06,69.51,69.58,69.19,71.98,70.58,69.72,81.6,83.84,85.2,83.34,62.07,63.6,64.52,64.73,63.7
GRS419003009,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,,,,,,,16.41,20.22,36.11,35.96,20.83,38.06,35.49,38.45,39.91,67.23,70.89,74.39,66.46,67.18,66.08,63.41,59.15,69.41
GRS434003000,PUBLIC POWER,,,,,,,21.48,17.47,6.39,22.84,34.33,47.7,49.16,42.69,48.18,50.86,49.68,50.1,51.04,50.75,44.58,45.69,51.5,
HK0000049939,CHINA UNICOM (HONG KONG),,,,,,,,,0,0,4.94,17.86,10.14,39.51,39.37,39.98,36.25,47.88,49.72,49.14,46.63,43.67,43.22,42.46
HK0000139300,TELEVISION BROADCASTS,,,,,,0,0,0,0,0,0,0,0,0,0,13.13,18.03,22.91,23.4,26.53,32.13,46.67,49.75,52.63
HK0000608585,NEW WORLD DEVELOPMENT COMPANY,,,,,,0,0,0,0,21.22,24.33,23.94,55.95,52.71,42.81,34.93,37.74,40.24,48.61,50.24,90.16,87.03,82.74,79.03
HK0002007356,CLP HOLDINGS,,,,,,38.74,39,39.28,27.84,41.28,49.58,83.55,86.46,85.78,90.66,91.67,90.55,88.96,83.91,80.02,83.43,82.95,83.93,86.39
HK0003000038,HONG KONG AND CHINA GAS,,,,,,5.43,9.77,2.71,63.76,73.84,70.17,65.27,72.15,71.12,73.74,72.11,70.57,81.15,75.37,71.59,61.32,63.99,72.21,70.3
HK0004000045,WHARF HOLDINGS,,,,,,0,0,0,0,26.35,22.26,24.8,38.22,30.8,29.07,45.82,58.87,57.92,74.15,72,67.15,66.73,85.89,82.24
HK0006000050,POWER ASSETS HOLDINGS,,,,,,0,0,6.99,27.89,45.55,45.32,52.36,49.07,54.2,46.04,33.68,38.03,39.67,36.31,29.84,29.59,40.2,60.9,60.46
HK0008011667,PCCW,,,,,,0,0,0,9.14,18.01,15.97,11.76,10.68,2.27,2.87,2.56,4.19,24.8,44.38,66.79,69.33,74.07,76.03,77.53
HK0010000088,HANG LUNG GROUP,,,,,,,0,0,0,7.9,37.04,51.27,48.65,59.36,69.22,72.25,73.23,84.58,88.64,90.36,87.6,85.12,84.86,89.37
HK0011000095,HANG SENG BANK,,,,,,73.44,74.14,67.4,64.92,77.28,75.28,76.88,75.72,84.08,84.94,85.13,84.87,84.45,86.82,65.46,65.75,92.53,92.17,89.92
HK0012000102,HENDERSON LD.DEV.,,,,,,0,0,0,0,18.97,16.9,37.3,35.44,42.55,50.65,50.91,57.7,75.88,83.29,82.3,80.17,72.77,74.62,72.81
HK0014000126,HYSAN DEVELOPMENT,,,,,,0,23.61,0.95,14.82,18.25,15.67,22.62,20.85,47.88,49.41,49.79,32.03,30.58,24.79,34.99,50.49,84.4,83.64,74.59
HK0016000132,SUN HUNG KAI PROPERTIES,,,,6.32,32.24,24.38,10.34,4.74,17.19,51.8,43.2,46.61,68.68,61.12,72.81,78.76,85.57,82.79,79.16,85.18,84.5,81.09,75.96,74.84
HK0019000162,SWIRE PACIFIC 'A',,,,,,4.04,16.45,18.8,51.72,66.12,47.15,54.95,52.03,56.94,40.88,61.49,60.9,49.76,64.4,69.61,71.65,72.8,80.05,75.77
HK0023000190,BANK OF EAST ASIA,,,,,,25.81,25.56,23.63,20.96,27.77,27.9,31.24,29.11,29.3,30.86,31.13,57.32,61.59,62.59,29.63,41.06,42.38,84.41,80.85
HK0066009694,MTR,,,,15.15,13.26,9.64,2.12,3.69,51.14,48.75,45.93,48.23,41.83,55.56,53.29,57.92,74,70.89,80.06,70.78,72.13,72.09,73.6,75.11
HK0083000502,SINO LAND,,,,,,0,0,0,22.92,39.4,19.85,19.2,33.97,27.69,27.62,54.32,59.85,56.11,55.82,56.42,54.57,62.42,61.53,48.66
HK0101000591,HANG LUNG PROPERTIES,,,,,,0,0,0,19.56,17.83,49.82,53.57,54.52,55.85,54.14,62.62,75.74,76.35,76.54,82.2,80.26,74.59,59.55,69.09
HK0144000764,CHINA MERCHANTS PORT HOLDINGS,,,,,,,,,4.52,5.25,2.98,2.37,16.54,3,2.27,5.8,15.12,7.93,33.98,36.55,57.35,67.1,72.88,73.77
HK0200030994,MELCO INTL.DEV.,,,,,,0,12.87,15.15,7.36,3.46,3.77,16.52,15.07,26.25,21.34,38.07,40.03,49.12,60.55,52.83,65.1,82.98,84.16,83.17
HK0242001243,SHUN TAK HOLDINGS,,,,,,0,0,24.66,0,0,0,0,2.17,4.21,3.24,41.91,47.78,57.02,54.71,61.93,67.31,63.96,67.3,64.72
HK0291001490,CHINA RESOURCES BEER HOLDINGS,,,,,,,,,6.22,15.51,10.09,12.68,15.03,17.01,19.48,21.59,29.38,41.44,47.1,40.07,38.98,40.51,50.98,53.19
HK0293001514,CATHAY PACIFIC AIRWAYS,,,,,,33.75,32.23,46.05,45.4,44.15,56.35,61.68,62.25,59.28,48.99,51.16,54.11,64.93,64.46,61.61,65.89,64.8,65.65,71.35
HK0388045442,HONG KONG EXS.& CLEAR.,,,,,,26.48,26.3,26.68,36.53,47.55,47.11,49.21,52.51,55.68,55.97,56.26,58.02,57.22,55.64,37.65,39.48,40.32,43.44,42.58
HK0823032773,LINK REAL ESTATE INVESTMENT TRUST,,,,,,,,0,0,9.03,7.29,22.12,29.89,43.59,56.44,59.34,61.45,62.52,62.71,77.86,70.14,76.72,74.44,80.02
HK0883013259,CNOOC,,,,,,0,14,0,26.88,38.5,40.61,30.02,26.66,37.67,32.7,27.38,28.46,57.83,48.42,46.9,44.3,42.2,41.02,85.38
HK0941009539,CHINA MOBILE,,,,0,0,0,15.22,32.61,46.68,69.77,62.41,51.57,48.38,69.88,71.56,71.2,65.75,72.13,70.61,66.66,79.59,78.67,77.99,77.56
HK2388011192,BOC HONG KONG HOLDINGS,,,,,,25.81,25.56,23.63,22.77,29.4,57.11,57.56,60.49,57.24,52.81,51.94,68.45,79.89,81.85,61.97,64.68,83.42,83.69,81.56
